scenario_id,split,unit_id,task_count,state_count,first_submit_time,last_submit_time,first_arrival_step,last_arrival_step,split_unit,state_crosses_split
A_ALIBABA2020_REPAIRED,validation,high_load_trace__seed_3001,3471,96,2023-02-13T00:00:00+00:00,episode_start_plus_96_steps,0,95,seed_and_complete_episode,False
A_ALIBABA2020_REPAIRED,train,high_load_trace__seed_3002,3471,96,2023-02-13T00:00:00+00:00,episode_start_plus_96_steps,0,95,seed_and_complete_episode,False
A_ALIBABA2020_REPAIRED,train,high_load_trace__seed_3003,3471,96,2023-02-13T00:00:00+00:00,episode_start_plus_96_steps,0,95,seed_and_complete_episode,False
A_ALIBABA2020_REPAIRED,train,high_load_trace__seed_3004,3471,96,2023-02-13T00:00:00+00:00,episode_start_plus_96_steps,0,95,seed_and_complete_episode,False
A_ALIBABA2020_REPAIRED,train,high_load_trace__seed_3005,3471,96,2023-02-13T00:00:00+00:00,episode_start_plus_96_steps,0,95,seed_and_complete_episode,False
A_ALIBABA2020_REPAIRED,train,high_load_trace__seed_3006,3471,96,2023-02-13T00:00:00+00:00,episode_start_plus_96_steps,0,95,seed_and_complete_episode,False
A_ALIBABA2020_REPAIRED,test,high_load_trace__seed_3007,3471,96,2023-02-13T00:00:00+00:00,episode_start_plus_96_steps,0,95,seed_and_complete_episode,False
A_ALIBABA2020_REPAIRED,test,high_load_trace__seed_3008,3471,96,2023-02-13T00:00:00+00:00,episode_start_plus_96_steps,0,95,seed_and_complete_episode,False
A_ALIBABA2020_REPAIRED,train,high_load_trace__seed_3009,3471,96,2023-02-13T00:00:00+00:00,episode_start_plus_96_steps,0,95,seed_and_complete_episode,False
A_ALIBABA2020_REPAIRED,train,high_load_trace__seed_3010,3471,96,2023-02-13T00:00:00+00:00,episode_start_plus_96_steps,0,95,seed_and_complete_episode,False
A_ALIBABA2020_REPAIRED,train,high_load_trace__seed_3011,3471,96,2023-02-13T00:00:00+00:00,episode_start_plus_96_steps,0,95,seed_and_complete_episode,False
A_ALIBABA2020_REPAIRED,train,high_load_trace__seed_3012,3471,96,2023-02-13T00:00:00+00:00,episode_start_plus_96_steps,0,95,seed_and_complete_episode,False
A_ALIBABA2020_REPAIRED,train,high_load_trace__seed_3013,3471,96,2023-02-13T00:00:00+00:00,episode_start_plus_96_steps,0,95,seed_and_complete_episode,False
A_ALIBABA2020_REPAIRED,train,high_load_trace__seed_3014,3471,96,2023-02-13T00:00:00+00:00,episode_start_plus_96_steps,0,95,seed_and_complete_episode,False
A_ALIBABA2020_REPAIRED,test,high_load_trace__seed_3015,3471,96,2023-02-13T00:00:00+00:00,episode_start_plus_96_steps,0,95,seed_and_complete_episode,False
A_ALIBABA2020_REPAIRED,train,high_load_trace__seed_3016,3471,96,2023-02-13T00:00:00+00:00,episode_start_plus_96_steps,0,95,seed_and_complete_episode,False
A_ALIBABA2020_REPAIRED,train,high_load_trace__seed_3017,3471,96,2023-02-13T00:00:00+00:00,episode_start_plus_96_steps,0,95,seed_and_complete_episode,False
A_ALIBABA2020_REPAIRED,train,high_load_trace__seed_3018,3471,96,2023-02-13T00:00:00+00:00,episode_start_plus_96_steps,0,95,seed_and_complete_episode,False
A_ALIBABA2020_REPAIRED,train,high_load_trace__seed_3019,3471,96,2023-02-13T00:00:00+00:00,episode_start_plus_96_steps,0,95,seed_and_complete_episode,False
A_ALIBABA2020_REPAIRED,validation,high_load_trace__seed_3020,3471,96,2023-02-13T00:00:00+00:00,episode_start_plus_96_steps,0,95,seed_and_complete_episode,False
A_ALIBABA2020_REPAIRED,test,high_load_trace__seed_3021,3471,96,2023-02-13T00:00:00+00:00,episode_start_plus_96_steps,0,95,seed_and_complete_episode,False
A_ALIBABA2020_REPAIRED,train,high_load_trace__seed_3022,3471,96,2023-02-13T00:00:00+00:00,episode_start_plus_96_steps,0,95,seed_and_complete_episode,False
A_ALIBABA2020_REPAIRED,train,high_load_trace__seed_3023,3471,96,2023-02-13T00:00:00+00:00,episode_start_plus_96_steps,0,95,seed_and_complete_episode,False
A_ALIBABA2020_REPAIRED,train,high_load_trace__seed_3024,3471,96,2023-02-13T00:00:00+00:00,episode_start_plus_96_steps,0,95,seed_and_complete_episode,False
A_ALIBABA2020_REPAIRED,train,high_load_trace__seed_3025,3471,96,2023-02-13T00:00:00+00:00,episode_start_plus_96_steps,0,95,seed_and_complete_episode,False
A_ALIBABA2020_REPAIRED,train,high_load_trace__seed_3026,3471,96,2023-02-13T00:00:00+00:00,episode_start_plus_96_steps,0,95,seed_and_complete_episode,False
A_ALIBABA2020_REPAIRED,validation,high_load_trace__seed_3027,3471,96,2023-02-13T00:00:00+00:00,episode_start_plus_96_steps,0,95,seed_and_complete_episode,False
A_ALIBABA2020_REPAIRED,train,high_load_trace__seed_3028,3471,96,2023-02-13T00:00:00+00:00,episode_start_plus_96_steps,0,95,seed_and_complete_episode,False
A_ALIBABA2020_REPAIRED,validation,high_load_trace__seed_3029,3471,96,2023-02-13T00:00:00+00:00,episode_start_plus_96_steps,0,95,seed_and_complete_episode,False
A_ALIBABA2020_REPAIRED,train,high_load_trace__seed_3030,3471,96,2023-02-13T00:00:00+00:00,episode_start_plus_96_steps,0,95,seed_and_complete_episode,False
A_ALIBABA2020_REPAIRED,train,high_load_trace__seed_3031,3471,96,2023-02-13T00:00:00+00:00,episode_start_plus_96_steps,0,95,seed_and_complete_episode,False
A_ALIBABA2020_REPAIRED,validation,high_load_trace__seed_3032,3471,96,2023-02-13T00:00:00+00:00,episode_start_plus_96_steps,0,95,seed_and_complete_episode,False
A_ALIBABA2020_REPAIRED,test,high_load_trace__seed_3033,3471,96,2023-02-13T00:00:00+00:00,episode_start_plus_96_steps,0,95,seed_and_complete_episode,False
A_ALIBABA2020_REPAIRED,train,high_load_trace__seed_3034,3471,96,2023-02-13T00:00:00+00:00,episode_start_plus_96_steps,0,95,seed_and_complete_episode,False
A_ALIBABA2020_REPAIRED,train,high_load_trace__seed_3035,3471,96,2023-02-13T00:00:00+00:00,episode_start_plus_96_steps,0,95,seed_and_complete_episode,False
A_ALIBABA2020_REPAIRED,train,high_load_trace__seed_3036,3471,96,2023-02-13T00:00:00+00:00,episode_start_plus_96_steps,0,95,seed_and_complete_episode,False
A_ALIBABA2020_REPAIRED,train,high_load_trace__seed_3037,3471,96,2023-02-13T00:00:00+00:00,episode_start_plus_96_steps,0,95,seed_and_complete_episode,False
A_ALIBABA2020_REPAIRED,test,high_load_trace__seed_3038,3471,96,2023-02-13T00:00:00+00:00,episode_start_plus_96_steps,0,95,seed_and_complete_episode,False
A_ALIBABA2020_REPAIRED,train,high_load_trace__seed_3039,3471,96,2023-02-13T00:00:00+00:00,episode_start_plus_96_steps,0,95,seed_and_complete_episode,False
A_ALIBABA2020_REPAIRED,validation,high_load_trace__seed_3040,3471,96,2023-02-13T00:00:00+00:00,episode_start_plus_96_steps,0,95,seed_and_complete_episode,False
A_ALIBABA2020_REPAIRED,validation,normal_trace__seed_3001,3027,96,2023-02-17T00:00:00+00:00,episode_start_plus_96_steps,0,95,seed_and_complete_episode,False
A_ALIBABA2020_REPAIRED,train,normal_trace__seed_3002,3027,96,2023-02-17T00:00:00+00:00,episode_start_plus_96_steps,0,95,seed_and_complete_episode,False
A_ALIBABA2020_REPAIRED,train,normal_trace__seed_3003,3027,96,2023-02-17T00:00:00+00:00,episode_start_plus_96_steps,0,95,seed_and_complete_episode,False
A_ALIBABA2020_REPAIRED,train,normal_trace__seed_3004,3027,96,2023-02-17T00:00:00+00:00,episode_start_plus_96_steps,0,95,seed_and_complete_episode,False
A_ALIBABA2020_REPAIRED,train,normal_trace__seed_3005,3027,96,2023-02-17T00:00:00+00:00,episode_start_plus_96_steps,0,95,seed_and_complete_episode,False
A_ALIBABA2020_REPAIRED,train,normal_trace__seed_3006,3027,96,2023-02-17T00:00:00+00:00,episode_start_plus_96_steps,0,95,seed_and_complete_episode,False
A_ALIBABA2020_REPAIRED,test,normal_trace__seed_3007,3027,96,2023-02-17T00:00:00+00:00,episode_start_plus_96_steps,0,95,seed_and_complete_episode,False
A_ALIBABA2020_REPAIRED,test,normal_trace__seed_3008,3027,96,2023-02-17T00:00:00+00:00,episode_start_plus_96_steps,0,95,seed_and_complete_episode,False
A_ALIBABA2020_REPAIRED,train,normal_trace__seed_3009,3027,96,2023-02-17T00:00:00+00:00,episode_start_plus_96_steps,0,95,seed_and_complete_episode,False
A_ALIBABA2020_REPAIRED,train,normal_trace__seed_3010,3027,96,2023-02-17T00:00:00+00:00,episode_start_plus_96_steps,0,95,seed_and_complete_episode,False
A_ALIBABA2020_REPAIRED,train,normal_trace__seed_3011,3027,96,2023-02-17T00:00:00+00:00,episode_start_plus_96_steps,0,95,seed_and_complete_episode,False
A_ALIBABA2020_REPAIRED,train,normal_trace__seed_3012,3027,96,2023-02-17T00:00:00+00:00,episode_start_plus_96_steps,0,95,seed_and_complete_episode,False
A_ALIBABA2020_REPAIRED,train,normal_trace__seed_3013,3027,96,2023-02-17T00:00:00+00:00,episode_start_plus_96_steps,0,95,seed_and_complete_episode,False
A_ALIBABA2020_REPAIRED,train,normal_trace__seed_3014,3027,96,2023-02-17T00:00:00+00:00,episode_start_plus_96_steps,0,95,seed_and_complete_episode,False
A_ALIBABA2020_REPAIRED,test,normal_trace__seed_3015,3027,96,2023-02-17T00:00:00+00:00,episode_start_plus_96_steps,0,95,seed_and_complete_episode,False
A_ALIBABA2020_REPAIRED,train,normal_trace__seed_3016,3027,96,2023-02-17T00:00:00+00:00,episode_start_plus_96_steps,0,95,seed_and_complete_episode,False
A_ALIBABA2020_REPAIRED,train,normal_trace__seed_3017,3027,96,2023-02-17T00:00:00+00:00,episode_start_plus_96_steps,0,95,seed_and_complete_episode,False
A_ALIBABA2020_REPAIRED,train,normal_trace__seed_3018,3027,96,2023-02-17T00:00:00+00:00,episode_start_plus_96_steps,0,95,seed_and_complete_episode,False
A_ALIBABA2020_REPAIRED,train,normal_trace__seed_3019,3027,96,2023-02-17T00:00:00+00:00,episode_start_plus_96_steps,0,95,seed_and_complete_episode,False
A_ALIBABA2020_REPAIRED,validation,normal_trace__seed_3020,3027,96,2023-02-17T00:00:00+00:00,episode_start_plus_96_steps,0,95,seed_and_complete_episode,False
A_ALIBABA2020_REPAIRED,test,normal_trace__seed_3021,3027,96,2023-02-17T00:00:00+00:00,episode_start_plus_96_steps,0,95,seed_and_complete_episode,False
A_ALIBABA2020_REPAIRED,train,normal_trace__seed_3022,3027,96,2023-02-17T00:00:00+00:00,episode_start_plus_96_steps,0,95,seed_and_complete_episode,False
A_ALIBABA2020_REPAIRED,train,normal_trace__seed_3023,3027,96,2023-02-17T00:00:00+00:00,episode_start_plus_96_steps,0,95,seed_and_complete_episode,False
A_ALIBABA2020_REPAIRED,train,normal_trace__seed_3024,3027,96,2023-02-17T00:00:00+00:00,episode_start_plus_96_steps,0,95,seed_and_complete_episode,False
A_ALIBABA2020_REPAIRED,train,normal_trace__seed_3025,3027,96,2023-02-17T00:00:00+00:00,episode_start_plus_96_steps,0,95,seed_and_complete_episode,False
A_ALIBABA2020_REPAIRED,train,normal_trace__seed_3026,3027,96,2023-02-17T00:00:00+00:00,episode_start_plus_96_steps,0,95,seed_and_complete_episode,False
A_ALIBABA2020_REPAIRED,validation,normal_trace__seed_3027,3027,96,2023-02-17T00:00:00+00:00,episode_start_plus_96_steps,0,95,seed_and_complete_episode,False
A_ALIBABA2020_REPAIRED,train,normal_trace__seed_3028,3027,96,2023-02-17T00:00:00+00:00,episode_start_plus_96_steps,0,95,seed_and_complete_episode,False
A_ALIBABA2020_REPAIRED,validation,normal_trace__seed_3029,3027,96,2023-02-17T00:00:00+00:00,episode_start_plus_96_steps,0,95,seed_and_complete_episode,False
A_ALIBABA2020_REPAIRED,train,normal_trace__seed_3030,3027,96,2023-02-17T00:00:00+00:00,episode_start_plus_96_steps,0,95,seed_and_complete_episode,False
A_ALIBABA2020_REPAIRED,train,normal_trace__seed_3031,3027,96,2023-02-17T00:00:00+00:00,episode_start_plus_96_steps,0,95,seed_and_complete_episode,False
A_ALIBABA2020_REPAIRED,validation,normal_trace__seed_3032,3027,96,2023-02-17T00:00:00+00:00,episode_start_plus_96_steps,0,95,seed_and_complete_episode,False
A_ALIBABA2020_REPAIRED,test,normal_trace__seed_3033,3027,96,2023-02-17T00:00:00+00:00,episode_start_plus_96_steps,0,95,seed_and_complete_episode,False
A_ALIBABA2020_REPAIRED,train,normal_trace__seed_3034,3027,96,2023-02-17T00:00:00+00:00,episode_start_plus_96_steps,0,95,seed_and_complete_episode,False
A_ALIBABA2020_REPAIRED,train,normal_trace__seed_3035,3027,96,2023-02-17T00:00:00+00:00,episode_start_plus_96_steps,0,95,seed_and_complete_episode,False
A_ALIBABA2020_REPAIRED,train,normal_trace__seed_3036,3027,96,2023-02-17T00:00:00+00:00,episode_start_plus_96_steps,0,95,seed_and_complete_episode,False
A_ALIBABA2020_REPAIRED,train,normal_trace__seed_3037,3027,96,2023-02-17T00:00:00+00:00,episode_start_plus_96_steps,0,95,seed_and_complete_episode,False
A_ALIBABA2020_REPAIRED,test,normal_trace__seed_3038,3027,96,2023-02-17T00:00:00+00:00,episode_start_plus_96_steps,0,95,seed_and_complete_episode,False
A_ALIBABA2020_REPAIRED,train,normal_trace__seed_3039,3027,96,2023-02-17T00:00:00+00:00,episode_start_plus_96_steps,0,95,seed_and_complete_episode,False
