timestamp,online_workload,batch_workload,electricity_price,carbon_intensity_kg_per_kwh,outdoor_temperature_c,renewable_power_kw
2026-01-01 00:00:00+08:00,0.3237505344933319,0.11883576527196875,0.319099691542985,0.4966621470827062,4.617587133396954,0.0
2026-01-01 00:15:00+08:00,0.30767384919150964,0.12391517486383237,0.3342365949879862,0.5000497735869739,4.582634112262266,0.0
2026-01-01 00:30:00+08:00,0.32925288571788913,0.13805620828270293,0.2970187114360962,0.5000244175343461,4.6557744464775395,0.0
2026-01-01 00:45:00+08:00,0.33167915723890373,0.1311182806119022,0.2939391666909453,0.5054849489197749,4.601109482416579,0.0
2026-01-01 01:00:00+08:00,0.2972000752597898,0.13942305693666301,0.30770022121186397,0.5200433300160209,4.541441126899283,0.0
2026-01-01 01:15:00+08:00,0.30531511815660145,0.15754252443321407,0.2916388493947747,0.4809851453030927,4.310566423410808,0.0
2026-01-01 01:30:00+08:00,0.3229581842694157,0.14963011335461396,0.2939461648120996,0.5055634703681056,4.243313440080094,0.0
2026-01-01 01:45:00+08:00,0.3183262786728988,0.16434145248110776,0.29106175484996605,0.5109399033183843,4.709907593574637,0.0
2026-01-01 02:00:00+08:00,0.32290890533814304,0.1575392603596902,0.29760577376824626,0.5133492233239989,4.787012418919032,0.0
2026-01-01 02:15:00+08:00,0.31425403186509027,0.17048851834993534,0.31262070259845326,0.5078694801458242,5.126141506058882,0.0
2026-01-01 02:30:00+08:00,0.33693514714193384,0.17213690970284348,0.30076124292651646,0.49522312668867324,5.40455795256468,0.0
2026-01-01 02:45:00+08:00,0.3382640469370658,0.18500802738583094,0.3132319728649085,0.5172965137826318,5.603572428715574,0.0
2026-01-01 03:00:00+08:00,0.3330947128468846,0.2026745494371503,0.2887380605517351,0.5325673385763453,6.0207532230697725,0.0
2026-01-01 03:15:00+08:00,0.3502113496352164,0.19046057776483782,0.3227107857516969,0.5013140079019598,6.303950776940537,0.0
2026-01-01 03:30:00+08:00,0.34788678577778565,0.21600416639814413,0.32536073125958126,0.5267644065146646,6.74929963278225,0.0
2026-01-01 03:45:00+08:00,0.3389706319353342,0.22241688458196807,0.3353632085643344,0.5164633397863667,6.999981032040256,0.0
2026-01-01 04:00:00+08:00,0.36231892800332305,0.2232927831200763,0.3563601113641643,0.5209396607263963,7.5484370854665315,0.0
2026-01-01 04:15:00+08:00,0.35677153567600817,0.22336413222293322,0.3822347856276658,0.5130386031430628,8.10638535594782,0.0
2026-01-01 04:30:00+08:00,0.3910957814365491,0.24157453364885284,0.41900334427221486,0.5224687583160501,8.731084266721044,0.0
2026-01-01 04:45:00+08:00,0.39417563823006946,0.24184830040222374,0.41619823631007463,0.541299621517991,9.107451377460492,0.0
2026-01-01 05:00:00+08:00,0.40868475982482694,0.2519271707388123,0.45873993016876086,0.5368454937113314,9.828175088359817,0.0
2026-01-01 05:15:00+08:00,0.42062585265109986,0.2530264658169869,0.4806869888170884,0.5512709986659091,10.31609293391318,0.0
2026-01-01 05:30:00+08:00,0.4628651044222189,0.2672079244929081,0.5121485945985351,0.5488145289000919,10.964192635067338,0.0
2026-01-01 05:45:00+08:00,0.46685469271711605,0.25277438932459934,0.5586230067111422,0.5446199402899913,11.749313470620413,0.0
